Codificación,TítuloCompletoEspañol,TítuloCompletoInglés,Descripción,Estatus,TítuloAbreviadoEspañol,TítuloAbreviadoInglés,Créditos,HorasContacto,Año,Semestre,Requisito,Electiva,CursosPrerrequisitos,CursosCorrequisitos,Comentarios,AnejosComentarios,Anejos,FechaUltimaRevisión,Programa,AnejosCometarios
FARM_7305,Política de Salud y Legislación Farmacéutica,Health Policy and Pharmacy Law,"El curso examina la política y legislación de salud con énfasis en su aplicación a la práctica de farmacia, a la distribución y dispensación de medicamentos y artefactos médicos, y a la  distribución de suplementos dietarios y cosméticos.  Se destaca la regulación sobre el manejo de sustancias controladas y otras sustancias peligrosas.  La responsabilidad civil del farmacéutico y el manejo de riesgo son atendidos mediante la discusión y simulación de casos.  Se provee oportunidad para el análisis crítico multifactorial de la política de salud y legislación farmacéutica y se promueve abogar por cambios que atiendan las necesidades de la sociedad.  El estudiante participa en foros a nivel micro y macro donde se desarrolla política de salud y legislación de farmacia, y  practica estrategias de intervención en su formulación, implantación y evaluación. Se utilizan estrategias y metodologías instruccionales de aprendizaje activo.",3,Política Legislación Farm,Policy Pharmacy Law,3.0,54.0,2.0,2.0,True,False,"FARM 7237 - Composición y Manufactura de Formas de Dosificación II; FARM 7227 - Farmacia y el Sistema de Atención de Salud; FARM 7205 - Seminario Teórico Práctico de Fundamentos Sicosociales, Cultura y Gerencia III                                   ",Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Revisado por Dra. María V. Pi Portales en enero de 2010._x000d_
_x000d_
Realizar cambio en curso registrado: Codificación debe leer FARM 7207 para que refleje el año en que se ofrece el mismo y no coincida con el curso Seminario Teórico Práctico de Fundamentos Sicosociales, Cultura y Gerencia III.",,FARM  7305 - POLITICA DE SALUD Y LEGISLACION  FTICA 5 oct 20.doc;FARM  7305 - POLITICA DE SALUD Y LEGISLACION  FTICA 5 oct 20.pdf;FARM  7305 - POLITICA DE SALUD Y LEGISLACION  FTICA.doc;FARM  7305 - POLITICA DE SALUD Y LEGISLACION  FTICA.pdf;FARM 7305 POLITICA DE SALUD Y LEGISLACION  FTICA 18 nov 22.docx,2022-11-18,PharmD,
FARM_7306,"Seminario Teórico Práctico de Fundamentos Sicosociales, Cultura y Gerencia IV","Psychosocial Basis, Culture and Management Theory - Practice Seminar IV","El Seminario Teórico Práctico  integra sistemática y progresivamente los fundamentos sicosociales, cultura y gerencia del currículo profesional liberal a lo largo de cinco semestres académicos en los primeros dos años y medio del programa de estudios.  En este curso particularmente, se desarrolla el concepto de gerencia en el contexto de farmacia en los sistemas de atención de salud.  Se estudia el liderazgo, la motivación, la supervisión, la gerencia de los recursos y la planificación estratégica.  Se utilizarán estrategias y metodologías de aprendizaje activo.",3,Fund Sicosocial IV,Psychosocial Basis IV,2.5,45.0,2.0,2.0,True,False,"FARM 7205 - Seminario Teórico Práctico de Fundamentos Sicosociales, Cultura y Gerencia III",,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
Se realizó cambio en curso registrado: Descripción en español e inglés, el 29 de junio de 2007._x000d_
_x000d_
Realizar cambio en curso registrado: Codificación del curso debe leer FARM 7206 para que se refleje el año en que se ofrece el mismo; Se documentó la duda en cuanto a un posible cambio en curso registrado relativo a co-requisitos.",,"FARM  7306 - Fundamentos Sicosciales, Cultura y Gerencia IV 5 oct 20.doc;FARM  7306 - Fundamentos Sicosciales, Cultura y Gerencia IV 5 oct 20.pdf;FARM  7306 - Fundamentos Sicosciales, Cultura y Gerencia IV.doc;FARM  7306 - Fundamentos Sicosciales, Cultura y Gerencia IV.pdf;FARM 7306 Fundamentos Sicosciales, Cultura y Gerencia IV 18 nov 22.docx;FARM 7306 Solic Cambio en Curso Oficial.pdf",2022-11-18,PharmD,
FARM_7307,"Seminario Teórico Práctico de Fundamentos Sicosociales, Cultura y Gerencia V","Phsychosocial Basis, Culture and Management Theory-Practice Seminar V","Este Seminario Teórico Práctico integra sistemática y progresivamente los fundamentos sicosociales, cultura y gerencia del currículo profesional liberal a lo largo de cinco semestres académicos en los primeros dos años y medio del programa de estudios. En este curso particularmente se amplía el componente de fundamentos sicosociales  a través del  concepto  de ética aplicada a la práctica profesional.  En este semestre se continúa con el desarrollo del concepto de gerencia en el contexto de farmacia en los sistemas de atención de salud.  Se estudian los recursos físicos y fiscales, mercadeo de productos y servicios, organización, dirección y coordinación, farmacoeconomía y se formula un plan de negocios.  Se utilizarán estrategias y  metodología de aprendizaje activo incluyendo el uso de plataforma en línea.",3,Fund Sicosocial V,Phychosocial Basis V,4.0,72.0,3.0,1.0,True,False,"Clasificado en tercer año Pharm D; FARM 7306 – Seminario Teórico Práctico de Fundamentos Sicosociales, Cultura y Gerencia IV",,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
Se documentó la duda en cuanto a un posible cambio en curso registrado relativo a correquisito en marzo, 2010.  _x000d_
Pendiente Solicitud de Cambi en Curso Registrado._x000d_
_x000d_
Se realizó cambio en curso : Descripción en español e inglés el 29 de junio de 2007.",,"FARM 7307 -  Fundamentos Sicosociales, Cultura y Gerencia V 5 oct 20-.doc;FARM 7307 -  Fundamentos Sicosociales, Cultura y Gerencia V 5 oct 20-.pdf;FARM 7307 -  Fundamentos Sicosociales, Cultura y Gerencia V-.doc;FARM 7307 -  Fundamentos Sicosociales, Cultura y Gerencia V-.pdf;FARM 7307 Fundamentos Sicosociales, Cultura y Gerencia V 18 nov 22-.docx;FARM 7307 Solic Cambio en Curso Oficial.pdf",2022-11-18,PharmD,
FARM_7308,Principios para la Práctica Profesional en Farmacia Clínica Geriatría,Principles for the Professional Practice of Clinical Geriatric Pharmacy,"En este curso electivo se desarrollan e integran los aspectos fundamentales del cuidado farmacéutico dirigidos al adulto de edad avanzada (>65 años) en el área de geriatría.  Se enfatizarán los síndromes geriátricos y problemas característicos de la población geriátrica los cuales incluyen manifestaciones de enfermedades comunes en adultos de edad avanzada tales como: siquiátricas, neurológicas, renales, urológicas, respiratorias, dermatológicas, endocrinas, gstrointestinales, hematológicas, infecciosas y músculo-esqueletales.  Se propicia el aprendizaje activo y participativo.  Las estrategias de enseñanza incluyen la exploración, conceptualización y aplicación (ECA), aprendizaje basado en problemas (Problem Based Learning: PBL) y planteamiento de problemas (Problem Posing).",1,Prin PracProf FarmClinGeri,PrinProfPrac ClinGeriPharm,2.0,36.0,3.0,1.0,False,True,Aprobar todos los cursos del segundo año profesional del Doctorado en Farmacia,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
Curso Registrado 16/10/2013.",,FARM 7308 Electiva Geriatria 18 nov 22.docx;FARM 7308 Electiva Geriatria 30 10 13 oficial.doc;FARM 7308 Electiva Geriatria 30 10 13 oficial.pdf;FARM 7308 Electiva Geriatria 5 oct 20.doc;FARM 7308 Electiva Geriatria 5 oct 20.pdf,2022-11-18,PharmD,
FARM_7309,Automanejo de Condiciones con Medicamentos OTC y Dispositivos,Self-management of Conditions with OTC Drugs and Devices,"Este curso electivo permitirá al estudiante ampliar su conocimiento acerca del automanejo de condiciones de salud con medicamentos que se obtienen sin receta (OTC, por sus siglas en inglés) y dispositivos.  También se discutirán productos naturales, vitaminas y minerales, entre otros.  Entre algunas de las condiciones que se discutirán se encuentran: catarro, diarrea, estreñimiento, fiebre y dolor.  El estudiante evaluará las características del paciente (ej. Poblaciones especiales) y los medicamentos (OTC) para seleccionar la alternativa más segura y efectiva.  Los aspectos relevantes de los medicamentos a ser estudiados serán: interacciones, efectos adversos y educación a paciente, entre otros.  El estudiante podrá distinguir cuando es necesario referir al paciente para evaluación médica.  Se utilizarán metodologías de enseñanza que propicien el aprendizaje activo.",1,Automnjo Cond Medi OTC Dis,Selfmnge Cond OTC Drug Dev,3.0,54.0,3.0,1.0,False,True,El estudiante debe haber aprobado todos los cursos del segundo año profesional,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017._x000d_
_x000d_
Curso Registrado 17/10/2013.",,FARM 7309 Automanejo de Condiciones con Medicamentos OTC 18 nov 22.docx;FARM 7309-Automanejo de Condiciones con Medicamentos OTC 5 oct 20.doc;FARM 7309-Automanejo de Condiciones con Medicamentos OTC 5 oct 20.pdf;FARM 7309-Creacion de Curso Oficial.pdf;FARM 7309-OTC-30 10 13 Oficial.doc;FARM 7309-OTC-30 10 13 Oficial.pdf,2022-11-18,PharmD,
FARM_7315,Seminario Integrador de Cuidado Farmacéutico y Desarrollo Humano IV,Integrative Seminar of Pharmaceutical Care and Human Development IV,"El Seminario Integrador se constituye en el centro unificador del currículo. En este seminario se continúa con el estudio y la aplicación de las competencias que el curso enfatiza, y con la integración de aprendizajes mayores alcanzados en otros cursos. Se dará énfasis a la unificación del saber científico y creativo y a la implantación del proceso de cuidado al paciente. Esto ofrece al estudiante la oportunidad de integrar el aprendizaje que ocurre en distintos bloques, con el fin de establecer el papel que juegan los fundamentos del currículo en la práctica del cuidado farmacéutico. Además, se continúan practicando los conceptos de educación interprofesional.  En este Seminario también se guía al estudiante en la preparación de su portafolio, que evidencia el desarrollo de sus competencias a lo largo de su experiencia académica. El Seminario estimula la reflexión entre el educador y el educando mediante la incorporación de estrategias y metodologías de aprendizaje activo.",3,Seminario Integrador IV,Integrative Seminar IV,1.0,18.0,2.0,2.0,True,False,FARM 7217 - Seminario Integrador de Cuidado Farmacéutico y Desarrollo Humano III,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Solicitud de Cambio en Curso Registrado aprobado por Administracion Central, cambio en descripciones, 27 de feb 2018._x000d_
_x000d_
Revisión de bibliografía por Dra. Edna Almodóvar el 02 de marzo de 2017, queda pendiente solicitud de cambio en curso registrado. _x000d_
_x000d_
Realizar cambio en curso registrado: Codificación del curso debe leer FARM 7218 para que refleje el año en que se ofrece el mismo y guarde correspondencia con el curso Seminario Integrador de Cuidado Farmacéutico y Desarrollo Humano III.  Pendiente Soicitud de Cambio en Curso Registrado.",,03 03 17 Solic Cambio en Curso FARM 7315-EA_JHA.docx;Comunic Dra Almodovar relac FARM 7217 Y FARM 7315.pdf;FARM 7315 Seminario Integrador IV 18 nov 22.docx;FARM 7315- Seminario Integrador IV 5 oct 20.doc;FARM 7315- Seminario Integrador IV 5 oct 20.pdf;FARM 7315-Solic Cambio Curso Ofic-27 02 18.pdf;Prontuario FARM 7315_Admin Central-27-feb-18.doc;Prontuario FARM 7315_Admin Central-27-feb-18.pdf,2022-11-18,PharmD,
FARM_7317,Seminario Integrador de Cuidado Farmacéutico y Desarrollo Humano V,Integrative Seminar of Pharmaceutical Care and Human Development V,"El Seminario Integrador se constituye en el centro unificador del currículo. En este seminario se continúa con el estudio y la aplicación de las competencias, y con la integración de aprendizajes mayores alcanzados en otros cursos. Además, se continúa con la conceptuación de cuidado farmacéutico y con la implantación del proceso de cuidado al paciente. En este Seminario también se guía al estudiante en la preparación de su portafolio, que evidencia el desarrollo de sus competencias a lo largo de su experiencia académica. El estudiante continuará con la conceptuación de: las competencias como objeto de estudio y la práctica de cuidado farmacéutico. Se hará énfasis en el desarrollo de las competencias de cuidado farmacéutico, solución de problemas, pensamiento crítico, conciencia y responsabilidad social, intervención en política pública, interacción y relación social, comunicación, y auto aprendizaje. El seminario incorpora estrategias y metodologías de aprendizaje activo.",1,Seminario Integrador V,Integrative Seminar V,2.0,36.0,3.0,1.0,True,False,FARM 7315-Seminario Integrador de Cuidado Farmacéutico y Desarrollo Humano IV,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Solicitud de Cambio en Curso Registrado aprobado por Administración Central, cambio en descripciones, 27 de feb 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017.",,FARM 7317 - Seminario Integrador V 5 oct 20.doc;FARM 7317 - Seminario Integrador V 5 oct 20.pdf;FARM 7317 Seminario Integrador V 18 nov 22.docx;FARM 7317-Sol Cambio En Curso-Rev 15 06 16 SR.docx;FARM 7317-Solic Cambio Cuso Ofic-27 02 18.pdf;Prontuario FARM 7317_Admin Central-27-feb-18.doc;Prontuario FARM 7317_Admin Central-27-feb-18.pdf,2022-11-18,PharmD,
FARM_7318,Seminario Integrador de Cuidado Farmacéutico y Desarrollo Humano VI,Integrative Seminar of Pharmaceutical Care and Human Development VI,"El Seminario Integrador se constituye en el centro unificador del currículo.  En este seminario se amplía el estudio, la aplicación de las competencias y la integración de aprendizajes mayores alcanzados en otros cursos.  Esto ofrece al estudiante la oportunidad de integrar el aprendizaje que ocurre en distintos bloques, con el fin de establecer el papel que juegan los fundamentos del currículo en la práctica del cuidado farmacéutico.  Se guía al estudiante en la preparación de su portafolio, que evidencia el desarrollo de sus compentencias a lo largo de su experiencia académica.  Se hará énfasis en el desarrollo de las competencias de cuidado farmacéutico, pensamiento crítico, solución de problemas y toma de decisiones, autoaprendizaje y desarrollo profesional, comunicación y administración.  El Seminario estimula la reflexión entre el educador y el educando mediante la incorporación de estrategias y metodologías de aprendizaje activo.",1,Seminario Integrador VI,Integrative Seminar VI,1.0,18.0,3.0,2.0,True,False,FARM 7317-Seminario Integrador de Cuidado Farmacéutico y Desarrollo Humano V,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Solicitud de Cambio en Curso Registrado aprobado por Administración Central, cambio en descripciones, 27 de feb 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017.",,FARM 7318 - Seminario Integrador VI 5 oct 20.doc;FARM 7318 - Seminario Integrador VI 5 oct 20.pdf;FARM 7318 Seminario Integrador VI 18 nov 22.docx;FARM 7318-Sol Cambio En Curso-Rev 15 06 16 SR.docx;FARM 7318-Solic Cambio Curso Ofic-27 02 18.pdf;Prontuario FARM 7318_Admin Central-27-feb-18.doc;Prontuario FARM 7318_Admin Central-27-feb-18.pdf,2022-11-18,PharmD,
FARM_7331,"Ciencias Integradas, Terapéutica y Cuidado al Paciente I","Integrated Sciences, Therapeutics and Patient Care I","En este curso del tercer año profesional se integran aspectos de las disciplinas de patofisiología, farmacocinética, farmacodinámica, toxicología, farmacoepidemiología, farmacoeconomía y farmacoterapia relacionados con el cuidado del paciente.  Los estudiantes participan de actividades educativas que los capacitan para diseñar, implantar y evaluar planes de cuidado farmacéutico para pacientes con enfermedades específicas.  Se hará énfasis en las metas específicas de la terapia, la evaluación del logro de éstas y las fases de intervención activa a diversos niveles con el fin de lograr resultados satisfactorios.  Este curso estudia las enfermedades comúnmente encontradas por los farmacéuticos en una variedad de escenarios de práctica tanto ambulatorios como institucionales en Puerto Rico.  Se utilizarán conferencias y discusiones, además de estrategias y metodologías de aprendizaje activo.",1,Cuidado al Paciente I,Patient Care I,7.0,126.0,3.0,1.0,True,False,FARM 7225-Ciencias Farmacéuticas Integradas y Agentes Terapéuticos I:  Química Medicinal y Farmacología; FARM 7226-Ciencias Farmacéuticas Integradas y Agentes Terapéuticos II: Química Medicinal y Farmacología; FARM 7228-Ciencias Farmacéutica Integradas de Agentes Anti-Infectivos; FARM 7229-Farmacocinética y Biofarmacia Básica,Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Solicitud de Cambio en Curso Registrada el 8/agosto/2013._x000d_
Bibliografia revisada por Dra. Wanda Marrero el 24 de noviembre de 2015.",,"FARM 7331 - Ciencias Farmacéuticas  Integradas, Terapéutica 5 oct 20.doc;FARM 7331 - Ciencias Farmacéuticas  Integradas, Terapéutica 5 oct 20.pdf;FARM 7331 - Ciencias Farmacéuticas  Integradas, Terapéutica-Rev EA-CV-7-8-13-ofic.doc;FARM 7331 - Ciencias Farmacéuticas  Integradas, Terapéutica-Rev EA-CV-7-8-13-ofic.pdf;FARM 7331 Ciencias Farmacéuticas  Integradas, Terapéutica 18 nov 22.docx;FARM 7331 Solic Cambio en Curso Oficial.pdf",2022-11-18,PharmD,
FARM_7332,"Ciencias Integradas, Terapéutica y Cuidado al Paciente II","Integrated Sciences, Therapeutics and Patient Care II","En este curso de continuación del tercer año profesional se siguen integrando aspectos de las disciplinas de patofisiología, farmacocinética, farmacodinámica, toxicología, farmacoepidemiología, farmacoeconomía y farmacoterapia relacionados con el cuidado del paciente.  Se capacita al estudiante para diseñar, implantar y evaluar planes de cuidado farmacéutico para pacientes con enfermedades específicas de los sistemas respiratorio, endocrino y neurológico, entre otros; comúnmente encontradas por los farmacéuticos en una variedad de escenarios de práctica, tanto ambulatorios como institucionales en Puerto Rico.  Se hará énfasis en las metas específicas de la terapia, la evaluación del logro de éstas y las fases de intervención activa a diversos niveles con el fin de lograr resultados satisfactorios.  Se utilizarán conferencias y discusiones, además de estrategias y metodologías de aprendizaje activo.",1,Cuidado al Paciente II,Patient Care II,7.0,126.0,3.0,2.0,True,False,"FARM 7331-Ciencias Integradas, Terapéutica y Cuidado al Paciente I",Ninguno,"Actualización Cláusulas Prontuarios RCM Español e Inglés RevODA 18/nov/22_x000d_
_x000d_
Se añadió Evaluaciones Obligatorias. 5/oct/20._x000d_
_x000d_
Se ha modificado según el senado Académico del RCM, el 6 de junio de 2019, enmienda a Certificación 035, 2018-19, se aprueba cláusula “Disclaimer Title IX of the Education Amendments of 1972”, además de Integridad Académica y Enunciado de Modificación Razonable a ser incluidas en todos los prontuarios._x000d_
_x000d_
Se ha modificado, según lo ha establecido el Senado Académico del Recinto de Ciencias Médicas el 7 de febrero de 2019, añadir a todos los prontuarios cláusula Titulo IX: No Discriminación, según estipulado en el estatuto federal “Title IX of the Education Amendments of 1972”._x000d_
_x000d_
Se ha modificado Acomodo Razonable por el Decano de Asuntos Académicos del Recinto de Ciencias Médicas, 2 de julio de 2018._x000d_
_x000d_
Se ha revisado Integridad Académica, aprobado por el Senado Académico, Cert. SA2016-2017 y se ha añadido Evaluaciones Basadas en Computadoras (EBC), 17 de julio de 2017.",,"FARM 7332 - Ciencias  Farmacéuticas Integradas, Terapéutica .doc;FARM 7332 - Ciencias  Farmacéuticas Integradas, Terapéutica .pdf;FARM 7332 - Ciencias  Farmacéuticas Integradas, Terapéutica 5 oct 20 .doc;FARM 7332 - Ciencias  Farmacéuticas Integradas, Terapéutica 5 oct 20 .pdf;FARM 7332 Ciencias  Farmacéuticas Integradas, Terapéutica 18 nov 22.docx",2022-11-18,PharmD,
